query_label,positive_label,negatives_label
Smoking Accessories,Pool & Spa,"['Saxophone Small Parts', 'Cable Trays', 'Video Memory', 'Flat Mineral Water', 'Scanners', 'Electronics Stickers & Decals', 'Birthday Candles', 'Chairs', 'One-Pieces']"
Smoking Accessories,Umbrella Sleeves & Cases,"['Laboratory Flasks', 'Duffel Bags', 'Hair Styling Products', 'Air Mattresses', 'Hockey Autographed Paraphernalia', 'Aftershave', 'Audio & Video Receivers', 'Petri Dishes', 'Hot Chocolate']"
Umbrella Sleeves & Cases,Wood Stoves,"['Drill Presses', 'Blood Glucose Test Strips', 'Banknote Verifiers', 'Throwing Hammers', 'Hakama Trousers', 'Nail Art Kits & Accessories', 'Hand Spindles', 'Puzzles', 'Keyboard Protectors']"
Briefcases,Backpacks,"['Stationery', 'UPS', 'Trumpets & Cornets', 'Electric Knife Accessories', 'Accessibility Furniture & Fixtures', 'Baby & Toddler Food', 'Clarinet Ligatures & Caps', 'Field & Court Boundary Markers', 'Arracachas']"
Train Cases,Backpacks,"['Bicycle Brake Sets', 'Starfruits', 'Watercraft Pistons & Parts', 'Vehicle Wheel Clamps', 'Wrestling Knee Pads', 'Breast Pumps', 'Pipe Adapters & Bushings', 'Bicycle Spoke Beads', 'Bicycle Wheel Nipples']"
Briefcases,Cosmetic & Toiletry Bags,"['Cash Boxes', 'Steam Inhalers', 'Pizza Stones', 'Baby & Pet Gates', 'Wall Patching Compounds & Plaster', 'Rocking Chairs', 'Eyewear Replacement Parts', 'Measuring Tool & Sensor Accessories', 'Portafilters']"
Diaper Bags,Cosmetic & Toiletry Bags,"['Cache Memory', 'Drafting Compasses', 'Food Warmers', 'Pens & Pencils', 'Water Polo Balls', 'Writing & Drawing Instruments', 'Hard Drive Duplicators', 'Field Hockey & Lacrosse Pads', 'Scrub Brushes']"
Diaper Bags,Dry Boxes,"['Play Money & Banking', 'Hotel & Hospitality', 'Pet Shampoo & Conditioner', 'Drink Sleeves', 'Bassoon Straps & Supports', 'Scarves & Shawls', 'Patch Panels', 'Medical Reflex Hammers & Tuning Forks', 'Epilators']"
Dry Boxes,Duffel Bags,"['Flag & Windsock Pole Mounting Hardware & Kits', 'Multi-Game Tables', 'Medical Furniture', 'Trash Compactors', 'Rocking & Spring Riding Toys', 'Optics', 'Log Rack & Carrier Accessories', 'Camping Lights & Lanterns', 'Ceiling Light Fixtures']"
Fanny Packs,Duffel Bags,"['Wedding & Bridal Party Dresses', 'Vaulting Horses', 'Flood, Fire & Gas Safety', 'Food Container Covers', 'Clothes Valets', 'Shipping Tags', 'Pet Nail Polish', 'Landscape Fabric Staples & Pins', 'Mini Skirts']"
Fanny Packs,Garment Bags,"['Grips', 'Personal Lubricants', 'Tractor Parts & Accessories', 'Boxing & Martial Arts Arm Guards', 'GPS Tracking Devices', 'Golf Balls', 'Weight Lifting Machines & Racks', 'Woks', 'Photographic Analyzers']"
Garment Bags,Luggage Accessories,"['Shampoo & Conditioner Sets', 'Garden Hose Spray Nozzles', 'Vehicle Jump Starters', 'Household Cleaning Products', 'Whisks', 'Petticoats & Pettipants', 'Outdoor Umbrella Lights', 'Memory Cases', 'Book Accessories']"
Messenger Bags,Luggage Accessories,"['Garden Pot Saucers & Trays', 'Ice Crushers & Shavers', 'Gun Grips', 'Microwave Ovens', 'Coaching & Officiating', 'Baby Bottle Nipples', 'Pool Heaters', 'Baby Safety Harnesses & Leashes', 'Acupuncture Needles']"
Messenger Bags,Shopping Totes,"['Frozen Drink Makers', 'Bicycle Transport Bags & Cases', 'Electric Knife Replacement Blades', 'Baby & Toddler Dresses', 'Taro Root', 'Bicycle Hubs', 'Tennis Nets', 'Toothpicks', 'Arracachas']"
Shopping Totes,Suitcases,"['Arm Chairs, Recliners & Sleeper Chairs', 'Tureens', 'Linens & Bedding', 'Power Over Ethernet Adapters', 'Lighting', 'Screen Protectors', 'Costumes & Accessories', 'Dates', 'Baby Safety']"
Train Cases,Suitcases,"['Cat Litter Box Liners', 'Cigarette Holders', 'Craft Foil', 'Microwave Ovens', 'Toy Gliders', 'Oven & Grill Cleaners', 'Studio Stands & Mounts', 'Cricket Bat Accessories', 'Anti-Fatigue Mats']"
Weapons,Erotic,"['Sports Megaphones', 'Mobility & Accessibility', 'Living Room Furniture Sets', 'Ottoman Cushions', 'Laundry Appliances', 'Mangoes', 'Body Wash', 'Prayer Cards', 'Billiard Balls']"
Weapons,Erotic,"['Toy Trucks & Construction Vehicles', 'Night Lights & Ambient Lighting', 'PDA Cases', 'Dry-Erase Boards', 'Riding Mowers', 'Inflatable Bouncer Accessories', 'Hard Drive Duplicators', 'Network Bridges', 'Cookie & Brownie Dough']"
Books,Carpentry & Woodworking Project Plans,"['Lawn & Garden Sprayers', 'Home Fragrances', 'Lamp Shades', 'Tennis Racquet String', 'Saws', 'Chains', 'Poker Chip Carriers & Trays', 'Food Grinder Accessories', 'Punch Bowls']"
Sheet Music,Books,"['Canopy Weights', 'Ice Cream Maker Accessories', 'Ballet Barres', 'Tennis Racquet Grips & Tape', 'Hair Straighteners', 'Bed Pans', 'Baby Carrier Accessories', 'Decorative Trays', 'Rocks & Fossils']"
DVDs & Videos,Carpentry & Woodworking Project Plans,"['E-Book Reader Screens & Screen Digitizers', 'Bean Paste', 'Martial Arts Belts', 'Bassoon Cases & Gigbags', 'Stone Fruits', 'Griddles & Grill Pans', 'Snowshoes', 'Boating Gloves', 'Developing & Processing Equipment']"
DVDs & Videos,Magazines & Newspapers,"['Diving Knives & Shears', 'Ketchup', 'Fruit Flavored Drinks', 'Hardware Tape', 'Quilts & Comforters', 'Bicycle Shoe Covers', 'Crochet Hooks', 'Gun Cleaning Patches', 'First Aid']"
Music & Sound Recordings,Magazines & Newspapers,"['Leaf Blower Accessories', 'Lip & Cheek Stains', 'Telephony', 'Fishing Hook Removal Tools', 'Poster Boards', 'Humidifier Accessories', 'Countertop & Toaster Ovens', 'Band Saw Accessories', 'World Globes']"
Music & Sound Recordings,Product Manuals,"['Elliptical Trainers', 'Tapenade', 'Rowing Machines', 'Papayas', 'Mailbox Flags', 'Crayons', 'Baby Bottle Liners', 'Temporary Tattoos', 'Propane']"
Sheet Music,Product Manuals,"['Mature', 'Puppet & Puppet Theater Accessories', 'Eyewear Straps & Chains', 'Baby & Toddler Diaper Covers', 'Light Switches', 'Training Fins', 'Blank ID Cards', 'Headlamps', 'Air Fresheners']"
Religious Items,Memorial Ceremony Supplies,"['Dinnerware Sets', 'Camera Accessory Sets', 'Remote Control Cars & Trucks', 'Tambourines', 'Piercing & Tattooing', 'Soccer Fan Accessories', 'Small Animal Treats', 'Hot Water Tanks', 'Sports & Agility Cones']"
Memorial Ceremony Supplies,Wedding Ceremony Supplies,"['Orchestral String Instrument Bows', 'Briefcases', 'Ball Pump Accessories', 'Hydration System Accessories', 'Tool Stands', 'Chain Connectors & Links', 'Pastries & Scones', 'Speed Radars', 'Guitar Stands']"
Religious Items,Wedding Ceremony Supplies,"['Ammunition Cases & Holders', 'Wall Shelves & Ledges', 'Mattock & Pickaxe Handles', 'Climbing Rope', 'Battery Holders', 'Sprinkler Controls', 'Boxing & MMA Punch Mitts', 'Ironing Board Hooks & Racks', ""Chef's Jackets""]"
Athletics,Exercise & Fitness,"['Toy Abacuses', 'Electronics Accessories', 'Shipping Containers', 'Unflavored Gelatin', 'Lancing Devices', 'Motor Vehicle Transmission & Drivetrain Parts', 'Decorative Plates', 'Caller IDs', 'Clarinet Mouthpieces']"
Outdoor Recreation,Athletics,"['Pillboxes', 'Kites', 'Outdoor Living', 'Potty Seats', 'Slipper Chairs', 'Disposable Cups', 'Skin Care Masks & Peels', 'Video Camera Lights', 'Salad Toppings']"
Exercise & Fitness,Indoor Games,"['Flash Memory', 'Garment Shields', 'Martial Arts Uniforms', 'Cymbals', 'Chainsaw Chains', 'Reptile & Amphibian Substrates', 'Tool Handle Wedges', 'Fresh & Frozen Seafood', 'Climate Control Appliances']"
Outdoor Recreation,Indoor Games,"['Outdoor Chairs', 'Drain Liners', 'Furniture', 'Pool Heaters', 'Sandwich Makers', 'Chicken Feed', 'Basketball Autographed Paraphernalia', 'Aquarium Stands', 'Shoe Trees & Shapers']"
Game Timers,Games,"['Shapers', 'Hardware Tape', 'Shoe Dryers', 'Primers', 'Watercress', 'Weighted Clothing', 'Pretzel Makers', 'Cheese Alternatives', 'Dry Boxes']"
Toys,Game Timers,"['Jewelry Making Kits', 'Toner & Inkjet Cartridges', 'Drop Cloths', 'Snowboards', 'Basketball Hoop Padding', 'Lens Filters', 'Industrial Vibrators', 'Wireless Routers', 'Geiger Counters']"
Outdoor Play Equipment,Games,"['Motor Vehicle Video Monitor Mounts', 'Extension Cord Accessories', 'Craft Scoring Tools', 'Ping Pong Nets & Posts', 'Wall Paneling', 'Chiropractic Tables', 'Faucets', 'Vehicle Warning Whips', 'Insulation']"
Puzzles,Outdoor Play Equipment,"['Cash Boxes', 'Cooktop, Oven & Range Accessories', 'Pizza Stones', 'Nebulizers', 'Diodes', 'Softball Uniforms', 'Toddler Underwear', 'Beach Mats', 'Plumbing Wastes']"
Toys,Puzzles,"['Saxophone Necks', 'Magic & Novelties', 'Beer Brewing Grains & Malts', 'Hunting Blinds & Screens', 'Pet Food Scoops', 'Aftershave', 'Computers', 'Baby Transport Liners & Sacks', 'Riding Apparel & Accessories']"
Vehicle Parts & Accessories,Vehicles,"['Dart Shafts', 'Sweet and Sour Sauces', 'Taro Root', 'Ashtrays', 'Fragrance Oil', 'Sit-Down Hydrofoils', 'Starter Pistols', 'Motorcycle Suits', 'Salad Toppings']"
Vehicle Parts & Accessories,Vehicles,"['Lifts & Hoists', 'Treadmills', 'Coffee Decanter Warmers', 'Paddleboards', 'Remote Control Tanks', 'Hockey Protective Gear', 'Wetsuits', 'Grout Sponges', 'Confetti']"
Cat Supplies,Bird Supplies,"['Toy Train Accessories', 'Vehicle Wraps', 'Walkers', 'Tablet Computer Replacement Speakers', 'Hand Dryer Accessories', 'Trampoline Accessories', 'Palette Knives', 'Oboe & English Horn Accessories', 'Bath & Body']"
Bird Supplies,Vehicle Pet Barriers,"['Laundry Appliance Accessories', 'Public Address Systems', 'Video Accessories', 'Dairy Products', 'Yukata', 'Drum Stick & Brush Accessories', 'Neckties', 'Vehicle Performance Additives', 'Business Hour Signs']"
Dog Supplies,Cat Supplies,"['Drain Covers & Strainers', 'Room Dividers', 'Bathroom Sinks', 'Platform & Paddle Tennis Paddles', 'Blood Pressure Monitor Accessories', 'Key Card Entry Systems', 'Laptop Housings & Trim', 'Tool Clamps & Vises', 'Tissue Paper']"
Fish Supplies,Dog Supplies,"['Binocular & Monocular Accessories', 'Baseball & Softball Batting Gloves', 'Relay Batons', 'Headphone Amplifiers', 'Spice Grinder Accessories', 'Hand Dryers', 'Tetherball', 'Patio Heaters', 'Specialty Electrical Switches & Relays']"
Pet Agility Equipment,Fish Supplies,"['Lawn Mower Belts', 'Toe Spacers', 'Camera Sun Hoods & Viewfinder Attachments', 'Kitchen Utensil Holders & Racks', 'Motor Vehicle Exhaust', 'Fishing Gaffs', 'Corsage & Boutonnière Pins', 'Theodolites', 'Meat Alternatives']"
Pet Apparel Hangers,Pet Agility Equipment,"['Records & LPs', 'Hair Care', 'Boxing & Martial Arts Protective Gear', 'Office Instruments', 'Hot Drink Makers', 'Seeds', 'Rice Cookers', 'Pool Sweeps & Vacuums', 'Bagpipes']"
Pet Apparel Hangers,Pet Bed Accessories,"['Food Wraps', 'Wire & Cable Identification Markers', 'Gloves & Mittens', 'Flash Brackets', 'Needle, Pin & Hook Organizers', 'Animation Editing Software', 'Winches', 'One-Pieces', 'Fishing Rods']"
Pet Bed Accessories,Pet Bells & Charms,"['Denture Cleaners', 'Racquet Vibration Dampeners', 'Smart Glasses', 'Bicycle Brake Sets', 'Yoga & Pilates Mats', 'Food Smokers', 'Live Bait', 'Reins', 'Denture Repair Kits']"
Pet Bells & Charms,Pet Biometric Monitors,"['Bottle Openers', 'Broiling Pans', 'Garden Hose Storage', 'Bathroom Accessory Sets', 'Flash Brackets', 'Appliques & Patches', 'Windsurfing Sails', 'Airsoft Guns', 'Air Purifiers']"
Pet Biometric Monitors,Pet Bowl Mats,"['Compact Fluorescent Lamps', 'Food Service Uniforms', 'American Football Shoulder Pads', 'Hand Bells & Chimes', 'Cosmetic & Toiletry Bags', 'Forks', 'Sandwich Makers', 'Trail Cameras', 'Billiard Balls']"
Pet Bowl Mats,Pet Bowl Stands,"['Riding Pants', 'Bagels', 'Supports & Braces', 'Komon Kimonos', 'Deck Shuffleboard Pucks', 'Collectible Coins', 'Sport Safety Lights & Reflectors', 'Hardware Fasteners', 'Crib & Toddler Bed Accessories']"
"Pet Bowls, Feeders & Waterers",Pet Bowl Stands,"['Tableware', 'Portable Electronic Games', 'Watercraft Pistons & Parts', 'Broomball Equipment', 'Folding Tables', 'Mosquito Nets & Insect Screens', 'Roller Skates', 'Felting Needles & Machines', 'Office & Chair Mats']"
"Pet Bowls, Feeders & Waterers",Pet Carrier & Crate Accessories,"['Sewing Machine Tables', 'Household Disinfectants', 'Flying Toys', 'Distance Meters', 'Vehicle Steering Wheel Covers', 'Body Weight Scale Accessories', 'Lens & Filter Adapter Rings', 'Plumbing Repair Kits', 'General Purpose Battery Chargers']"
Pet Carriers & Crates,Pet Carrier & Crate Accessories,"['Place Card Holders', 'Goblet Drums', 'Bicycle Front & Rear Racks', 'Fishing Rod Holders & Storage Racks', 'Cooktops', 'Tripod Spreaders', 'Blood Pressure Monitor Cuffs', 'Cooking Oils', 'Coolers']"
Pet Carriers & Crates,Pet Collars & Harnesses,"['Light Boxes', 'Vehicle Antifreeze', 'Paella Pans', 'Tartar Sauce', 'Marine Radar', 'Wax Paper', 'Surfboards', 'Noise Gates & Compressors', 'Brass Instruments']"
Pet Containment Systems,Pet Collars & Harnesses,"['Laptop Parts', 'Ear Syringes', 'MP3 Player Batteries', 'Tractor Wheels', 'Skateboarding Gloves', 'Nail Files & Emery Boards', 'Crochet Hooks', 'Wireless Presenters', 'Toys & Games']"
Pet Door Accessories,Pet Containment Systems,"['Camera Flash Accessories', 'Hair Dryers', 'Watercraft Steering Cables', 'Camera & Optics Manuals', 'Tablecloth Clips & Weights', 'Nail Drill Accessories', 'Toy Race Car & Track Accessories', 'Vehicle Motorcycle & Scooter Racks', 'Scan Converters']"
Pet Doors,Pet Door Accessories,"['Visual Toys', 'Protective Aprons', 'Oral Care', 'Hunting & Shooting', 'Soldering Iron Accessories', 'Tennis Racquet String', 'Modems', 'Corsages & Boutonnières', 'Kneeboards']"
Pet Eye Drops & Lubricants,Pet Doors,"['Heating, Ventilation & Air Conditioning', 'Motor Vehicle Engine Parts', 'Shot Glasses', 'Styptic Pencils', 'Routing Tools', 'Sound Meters', 'Zipper Pulls', 'Industrial Storage Accessories', 'Pretend Play']"
Pet First Aid & Emergency Kits,Pet Eye Drops & Lubricants,"['Rugby Headgear', 'Laptop Hinges', 'Pens & Pencils', 'Baby Drinks', 'Computer Software', 'Web Design Software', 'Wreaths & Garlands', 'Food, Beverages & Tobacco', 'Calendars, Organizers & Planners']"
Pet First Aid & Emergency Kits,Pet Flea & Tick Control,"['Craft Cutters & Embossers', 'Watercraft Care', 'American Football Toys', 'Desktop Wallpaper', 'Microcontrollers', 'Weight Lifting Machine & Exercise Bench Accessories', 'MIDI Controllers', 'Binder Accessories', 'Canopy & Gazebo Accessories']"
Pet Flea & Tick Control,Pet Food Containers,"['Watercraft Exhaust Parts', 'Skate Lace Tighteners', 'Shipping Supplies', 'Back Care', 'Handrails & Railing Systems', 'Floor & Grandfather Clocks', 'Food Coloring', 'Exercise Equipment Mats', 'Motor Vehicle Equalizers & Crossovers']"
Pet Food Scoops,Pet Food Containers,"['General Purpose Batteries', 'Chain, Wire & Rope', 'CD Players & Recorders', 'Nutrition Drinks & Shakes', 'Vehicle License Plate Frames', 'Chains', 'Weaving Shuttles', 'Handheld Device Accessories', 'Weapon Scopes & Sights']"
Pet Food Scoops,Pet Grooming Supplies,"['File Folders', 'Roasting Pans', 'Vibration Meters', 'Pool & Spa Chlorine Generators', 'Ski & Snowboard Tuning Tools', 'Bicycle Wheel Parts', 'Safety Pins', 'Saddle Covers & Cases', 'Luggage & Bags']"
Pet Grooming Supplies,Pet Heating Pad Accessories,"['Sew-in Labels', 'Sauté Pans', 'Bra Accessories', 'Saw Stands', 'Grinding Wheels & Points', 'Temporary Tattoos', 'Lighter Fluid', 'Homebrewing & Winemaking Supplies', 'Ear Drops']"
Pet Heating Pad Accessories,Pet Heating Pads,"['Exercise Bikes', 'Correction Fluids', 'Food Gift Baskets', 'Solder & Flux', 'Laboratory Equipment', 'Shower Doors & Enclosures', 'Fishing Reel Lubricants', 'Transfer Paper', 'Collectible Knives']"
Pet Heating Pads,Pet ID Tags,"['Paper Clips & Clamps', 'Coffee Servers & Tea Pots', 'Chair & Sofa Supports', 'Baseball & Softball Pitching Mounds', 'Baseball & Softball Fan Accessories', 'Circuit Breaker Panels', 'Camera Image Sensors', 'Eye Masks', 'Modems']"
Pet Leash Extensions,Pet ID Tags,"['Wine Glass Charms', 'Inner Tents', 'Game Controllers', 'Tea Makers', 'Scanners', 'Conference Phones', 'Surgical Tables', 'Developing Tanks & Reels', ""Chef's Jackets""]"
Pet Leashes,Pet Leash Extensions,"['Chimney Cleaners', '3D Modeling Software', 'Cloth Napkins', 'Skateboarding', 'Music Stands', 'Key Card Entry Systems', 'Badminton Racquets & Sets', 'Curtain & Drape Rods', 'Automation Control Components']"
Pet Medical Collars,Pet Leashes,"['Generators', 'Tractor Tires', 'Take-Out Containers', 'Wine Racks', 'Eyewear Straps & Chains', 'Media', 'Vehicle Warning Whips', 'Vehicle Headrest Hangers & Hooks', 'Loudspeaker Management Systems']"
Pet Medical Tape & Bandages,Pet Medical Collars,"['White & Cream Sauces', 'Canes & Walking Sticks', 'Remote Control Airships & Blimps', 'Animation Editing Software', 'Cardstock & Scrapbooking Paper', 'Candle Snuffers', 'Plungers', 'Bolt Cutters', 'Vehicle Fishing Rod Racks']"
Pet Medical Tape & Bandages,Pet Medicine,"['Woodwind Polishing Cloths', 'Parasols & Rain Umbrellas', 'Paint Roller Accessories', 'Disposable Cutlery', 'GPS Tracking Devices', 'Shaving & Grooming', 'Deep Fryer Accessories', 'Heat-Shrink Tubing', 'Restore Disks']"
Pet Muzzles,Pet Medicine,"['Fondue Forks', 'Plates', 'Horse & Livestock Trailers', 'Pole Saw Attachments', 'Tripod Handles', 'Referee Wallets', 'Bird & Wildlife Feeders', 'Eggplants', 'Ice Scoops']"
Pet Muzzles,Pet Oral Care Supplies,"['Wall & Ceiling Tile', 'Billiard Tables', 'Whiskey', 'Plumbing Pipes', 'Bumper Stickers', 'Syrup', 'Hockey Autographed Paraphernalia', 'Hand Percussion Stands & Mounts', 'Paintball']"
Pet Oral Care Supplies,Pet Playpens,"['Okra', 'Heating Radiator Accessories', 'Sundials', 'Airsoft', 'Swimming Fins', 'Outdoor Structures', 'Needlecraft Canvas', 'Speakers', 'Golf Cart Storage Covers']"
Pet Playpens,Pet Steps & Ramps,"['Waste Containment Accessories', 'Dexterity Games', 'Bicycle Transport Bags & Cases', 'Printer Drums & Drum Kits', 'Wrestling Headgear', 'Makeup Removers', 'Gymnastics Springboards', 'Chips', 'Medical Tape & Bandages']"
Pet Steps & Ramps,Pet Strollers,"['Breast Enhancing Inserts', 'Hot Plates', 'Safety Grab Bars', 'Makeup Removers', 'Outdoor Umbrella Bases', 'Hockey Uniforms', 'Cribs & Toddler Beds', 'Disposable Lids', 'Waffle Irons']"
Pet Sunscreen,Pet Strollers,"['Climbing Protection Devices', 'Shower Rods', 'Muddlers', 'Thermal Imaging Cameras', 'Food Dehydrator Sheets', 'Basketball Hoop Posts', 'Home Heating Oil', 'Hooks, Buckles & Fasteners', 'Watercraft Propellers']"
Pet Sunscreen,Pet Training Aids,"['Gardening Totes', 'Hardhats', 'Tractor Wheels', 'Motor Vehicle Controls', 'Griddles & Grill Pans', 'Jewelry Cleaning Tools', 'Drysuits', 'Windsurfing Sails', 'Disc Golf Bags']"
Pet Training Aids,Pet Vitamins & Supplements,"['Baking & Cookie Sheets', 'Shapers', 'Climbing Apparel & Accessories', 'Drill Bit Sharpeners', 'Desk Organizers', 'Weight Lifting Gloves & Hand Supports', 'Petri Dishes', 'Shelving Accessories', 'Eyewear Accessories']"
Pet Vitamins & Supplements,Pet Waste Bag Dispensers & Holders,"['Lobster & Crab Crackers', 'Vehicle Hydraulic Clutch Fluid', 'Hang Gliding & Skydiving', 'Lychees', 'Fruit Snacks', 'Crossbows', 'Bicycle Small Parts', 'Ping Pong Paddle Accessories', 'Household Appliances']"
Pet Waste Bags,Pet Waste Bag Dispensers & Holders,"['Card Sleeves', 'Lacrosse Sticks', 'Weight Lifting Machine & Exercise Bench Accessories', 'Baseball & Softball Batting Helmets', 'Paper Towel Holders & Dispensers', 'Gai Lan', 'Pottery Slips', 'Eyelash Curlers', 'Vehicle Rear View Mirror Ornaments']"
Pet Waste Disposal Systems & Tools,Pet Waste Bags,"['POS Terminals', 'Generators', 'Craft Paint, Ink & Glaze', 'Telescope Accessories', 'Motorcycle Knee & Shin Guards', 'Vegetable Dip', 'Hobbies & Creative Arts', 'Japanese Black Formal Wear', 'Punch Bowls']"
