category,label,moved,original,orig_label,prediction,pred_label,wup_sim
1541,County & State Fair Collectibles,False,13879,Fair & Exposition Collectibles,13879,Fair & Exposition Collectibles,1.0
1549,Salvation Army Collectibles,False,402,Fraternal Organization Collectibles,402,Fraternal Organization Collectibles,1.0
1550,Trade Union Collectibles,False,402,Fraternal Organization Collectibles,402,Fraternal Organization Collectibles,1.0
1552,Military Original Period Items (Pre-1700),False,156373,Militaria (Pre-1700),156373,Militaria (Pre-1700),1.0
1616,Coca-Cola Stuffed Animals,False,436,Stuffed Animals,436,Stuffed Animals,1.0
1620,Grateful Dead Beanbag Plushies,False,49019,Beanbag Plushies,49019,Beanbag Plushies,1.0
1621,Meanies Beanbag Plushies,False,49019,Beanbag Plushies,49019,Beanbag Plushies,1.0
1627,Ty Attic Treasures Beanbag Plushies,False,19203,Ty Beanbag Plushies,19203,Ty Beanbag Plushies,1.0
1628,Current Ty Beanie Buddies,False,19206,Ty Beanie Buddies,19206,Ty Beanie Buddies,1.0
1633,Ty Pillow Pals Beanbag Plushies,True,19203,Ty Beanbag Plushies,1608,Ty Classic Beanbag Plushies,0.8571428571428571
1634,Ty Current Classic Beanbag Plushies,False,1608,Ty Classic Beanbag Plushies,1608,Ty Classic Beanbag Plushies,1.0
1636,Ty Retired Classic Beanbag Plushies,True,1608,Ty Classic Beanbag Plushies,19203,Ty Beanbag Plushies,0.8571428571428571
1637,Ty Sports Commemorative Beanbag Plushies,False,19203,Ty Beanbag Plushies,19203,Ty Beanbag Plushies,1.0
2002,Collectible Hawaiian Accessories,False,2000,Hawaiian Collectibles,2000,Hawaiian Collectibles,1.0
2003,Collectible Hawaiian Apparel,False,2000,Hawaiian Collectibles,2000,Hawaiian Collectibles,1.0
2004,Collectible Hawaiian Hula,False,2000,Hawaiian Collectibles,2000,Hawaiian Collectibles,1.0
2008,Elvis Presley Apparel,False,4710,Elvis Presley Memorabilia,4710,Elvis Presley Memorabilia,1.0
2009,Elvis Presley Concert & Movie Memorabilia,False,4710,Elvis Presley Memorabilia,4710,Elvis Presley Memorabilia,1.0
2012,Elvis Presley Music,False,4710,Elvis Presley Memorabilia,4710,Elvis Presley Memorabilia,1.0
2013,Elvis Presley Novelties,False,4710,Elvis Presley Memorabilia,4710,Elvis Presley Memorabilia,1.0
2014,Elvis Presley Photos,False,4710,Elvis Presley Memorabilia,4710,Elvis Presley Memorabilia,1.0
2018,Collectible Circus & Carnival Programs & Posters,False,2016,Circus & Carnival Collectibles,2016,Circus & Carnival Collectibles,1.0
2019,Collectible Circus & Carnival Souvenirs,False,2016,Circus & Carnival Collectibles,2016,Circus & Carnival Collectibles,1.0
2211,Art Photographs,False,550,Art,550,Art,1.0
2319,Movie Memorabilia Original US Posters (Pre-1940),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
2321,Movie Memorabilia Original US Posters (1940-1949),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
2322,Movie Memorabilia Original US Posters (1970-1979),False,18829,Original US Movie Posters,18829,Original US Movie Posters,1.0
2323,Reproduction Movie Posters (1990-1999),False,25469,Reproduction Movie Posters,25469,Reproduction Movie Posters,1.0
2325,Movie Pressbooks (1960-1969),False,18830,Movie Pressbooks,18830,Movie Pressbooks,1.0
2326,Movie Standees,True,196,Movie Memorabilia,90736,Merchandise & Promotional Movie Memorabilia,0.8
2336,Easy Listening Music Memorabilia,True,2329,Music Memorabilia,108765,Rock & Pop Music Memorabilia,0.8
2366,Theater Props & Wardrobes,False,2362,Theater Memorabilia,2362,Theater Memorabilia,1.0
2368,Theater Window Cards,False,2362,Theater Memorabilia,2362,Theater Memorabilia,1.0
2369,Theater Ads & Flyers,False,2362,Theater Memorabilia,2362,Theater Memorabilia,1.0
2408,Doll Making Supplies & Repair Equipment,True,238,"Dolls, Clothing & Accessories",237,Dolls & Teddy Bears,0.6666666666666666
2440,"Paper Dolls, Paper Doll Clothes & Accessories",True,237,Dolls & Teddy Bears,238,"Dolls, Clothing & Accessories",0.6666666666666666
2458,Dollhouses & Room Boxes,False,1202,Dollhouses & Dollhouse Miniatures,1202,Dollhouses & Dollhouse Miniatures,1.0
2498,Contemporary Manufacture Diecast Vehicle Banks,False,43845,Diecast Vehicle Banks,43845,Diecast Vehicle Banks,1.0
2500,Diecast & Toy Vehicle Tracks,False,180278,"Diecast & Toy Vehicle Accessories, Parts & Display",180278,"Diecast & Toy Vehicle Accessories, Parts & Display",1.0
2525,Fisher-Price Toy Accessories (1963-Now),True,19173,Fisher-Price Preschool Toys (1963-Now),2524,Fisher-Price Preschool Toys,0.8571428571428571
2527,Fisher-Price Little People Toys (1963-1996),True,19173,Fisher-Price Preschool Toys (1963-Now),19174,Fisher-Price Preschool Toys (Pre-1963),0.75
2528,Fisher-Price Pull Toys (1963-Now),True,19173,Fisher-Price Preschool Toys (1963-Now),19174,Fisher-Price Preschool Toys (Pre-1963),0.75
2540,Electronic Games,False,233,Games,233,Games,1.0
2544,Role Playing Game Accessories,False,2543,Role Playing Games,2543,Role Playing Games,1.0
2546,Horror Role Playing Games,False,2543,Role Playing Games,2543,Role Playing Games,1.0
2547,Science Fiction Role Playing Games,False,2543,Role Playing Games,2543,Role Playing Games,1.0
2548,Super Hero Role Playing Games,False,2543,Role Playing Games,2543,Role Playing Games,1.0
2568,Microscopes & Chemistry Educational Toys,False,31743,Science & Nature Educational Toys,31743,Science & Nature Educational Toys,1.0
2569,Toy Kites,False,11743,Outdoor Toys & Structures,11743,Outdoor Toys & Structures,1.0
2574,Little Tikes Child Size Preschool Toys,False,19178,Little Tikes Preschool Toys,19178,Little Tikes Preschool Toys,1.0
2576,Playskool Preschool Toys,False,19169,Preschool Toys & Pretend Play,19169,Preschool Toys & Pretend Play,1.0
2596,Applause Stuffed Animals,False,436,Stuffed Animals,436,Stuffed Animals,1.0
2597,Disney Stuffed Animals,False,436,Stuffed Animals,436,Stuffed Animals,1.0
2598,Gund Stuffed Animals,False,436,Stuffed Animals,436,Stuffed Animals,1.0
2599,Puffkins Stuffed Animals,False,436,Stuffed Animals,436,Stuffed Animals,1.0
2602,Steiff Stuffed Animals (1970-Now),False,2601,Steiff Stuffed Animals,2601,Steiff Stuffed Animals,1.0
2603,Steiff Stuffed Animals (1946-1969),False,2601,Steiff Stuffed Animals,2601,Steiff Stuffed Animals,1.0
2617,1/24 Scale Slot Cars (1970-Now),False,164789,1/24 Scale Slot Cars,164789,1/24 Scale Slot Cars,1.0
2618,HO Scale Slot Cars (Pre-1970),False,164787,HO Scale Slot Cars,164787,HO Scale Slot Cars,1.0
2619,HO Scale Slot Cars (1970-Now),False,164787,HO Scale Slot Cars,164787,HO Scale Slot Cars,1.0
2620,1/24 Scale Slot Cars (Pre-1970),False,164789,1/24 Scale Slot Cars,164789,1/24 Scale Slot Cars,1.0
2638,Toy Soldiers (1970-Now),True,2631,Toy Soldiers,1188,Toy Models & Kits,0.5
2646,Brio Preschool Toys,False,19169,Preschool Toys & Pretend Play,19169,Preschool Toys & Pretend Play,1.0
2647,Vintage & Antique Tin Character Toys,False,735,Vintage & Antique Tin Toys,735,Vintage & Antique Tin Toys,1.0
2648,Reproduction Vintage & Antique Tin Toys,False,735,Vintage & Antique Tin Toys,735,Vintage & Antique Tin Toys,1.0
2649,Tin Robot Toys (Pre-1970),True,19199,Robot Toys (Pre-1970),19197,Robot Toys,0.8571428571428571
2650,Vintage Manufacture Diecast Aircrafts & Spacecrafts,False,180268,Diecast Aircraft & Spacecraft,180268,Diecast Aircraft & Spacecraft,1.0
2661,Vintage & Antique Cast Iron Cap Guns,False,2660,Vintage & Antique Cap Guns,2660,Vintage & Antique Cap Guns,1.0
2663,Yo-Yos (1970-Now),False,2664,Yo-Yos,2664,Yo-Yos,1.0
2665,Yo-Yos (Pre-1970),True,2664,Yo-Yos,19023,Ride-Ons & Tricycles,0.3333333333333333
2827,WNBA Autographed Items,False,51,Original Sport Autographed Items,51,Original Sport Autographed Items,1.0
2835,Formula 1 Autographed Items,False,51,Original Sport Autographed Items,51,Original Sport Autographed Items,1.0
2838,NHRA Autographed Items,False,51,Original Sport Autographed Items,51,Original Sport Autographed Items,1.0
2840,Rugby Autographed Items,False,51,Original Sport Autographed Items,51,Original Sport Autographed Items,1.0
2842,Summer Olympics Autographed Items,True,23798,Olympics Autographed Items,51,Original Sport Autographed Items,0.8
2851,WNBA Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2861,CFL Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2868,Canadian Hockey Team Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2870,Minor League Hockey Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2876,Formula 1 Racing Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2878,NHRA Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2887,International Club Soccer Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2888,MLS Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2891,National Team Soccer Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2902,Wrestling Fan Apparel & Souvenirs,False,24409,Sports Fan Apparel & Souvenirs,24409,Sports Fan Apparel & Souvenirs,1.0
2906,Cricket Equipment,False,21557,Cricket Gear,21557,Cricket Gear,1.0
2918,Triathlon Equipment,True,159043,Outdoor Sports,888,Sporting Goods,0.6666666666666666
2920,Windsurfing Equipment,False,159136,Water Sports,159136,Water Sports,1.0
2985,Cribs,True,20422,Nursery Furniture,20416,Nursery Bedding,0.5
2986,Baby High Chairs,False,20400,Baby Feeding Supplies,20400,Baby Feeding Supplies,1.0
2988,Baby Playpens & Play Yards,True,100223,Baby Gear,2984,Baby Essentials,0.6666666666666666
2990,Baby Swings,False,100223,Baby Gear,100223,Baby Gear,1.0
2993,Men's Belts,True,4250,Men's Accessories,260012,"Men's Clothing, Shoes & Accessories",0.8
2994,Men's Gloves & Mittens,True,4250,Men's Accessories,260012,"Men's Clothing, Shoes & Accessories",0.8
2996,Men's Wallets,True,4250,Men's Accessories,260012,"Men's Clothing, Shoes & Accessories",0.8
3001,Men's Suits & Blazers,True,1059,Men's Clothing,260012,"Men's Clothing, Shoes & Accessories",0.8
3003,Women's Belts,True,4251,Women's Accessories,260010,"Women's Clothing, Shoes & Accessories",0.8
3009,Women's Jumpsuits & Rompers,False,15724,Women's Clothing,15724,Women's Clothing,1.0
3044,US Paper Money Collections & Lots,False,3412,US Paper Money,3412,US Paper Money,1.0
3081,Nursery Blankets & Throws,False,20416,Nursery Bedding,20416,Nursery Bedding,1.0
3098,World Paper Money Collections & Lots,False,3411,World Paper Money,3411,World Paper Money,1.0
3101,Glass Art Tools,False,3100,Glass Art & Mosaic Supplies,3100,Glass Art & Mosaic Supplies,1.0
3108,Needlepoint Patterns & Instructional Media,False,183199,Hand Embroidery Patterns & Instructional Media,183199,Hand Embroidery Patterns & Instructional Media,1.0
3109,Needlepoint Kits,True,183197,Hand Embroidery Sets & Kits,28141,Embroidery & Cross Stitch Supplies,0.8571428571428571
3118,Sewing Machines & Sergers,False,160737,Sewing Tools & Supplies,160737,Sewing Tools & Supplies,1.0
3120,Craft Shells,True,160704,Crafting Pieces,14339,Art & Craft Supplies,0.5
3123,Stamping & Embossing Paper & Envelopes,False,3122,Craft Stamping & Embossing Supplies,3122,Craft Stamping & Embossing Supplies,1.0
3177,Western Horse Bridles & Headstalls,False,3161,Western Horse Tack,3161,Western Horse Tack,1.0
3182,World Exonumia,True,3452,Exonumia,11116,Coins & Paper Money,0.6666666666666666
3199,Bookcases & Shelving,True,3197,Home Furniture,11828,Office Furniture,0.0
3216,Mammal Fossils,False,165722,Vertebrate Fossils,165722,Vertebrate Fossils,1.0
3217,Ammonite Fossils,False,165710,Mollusk Fossils,165710,Mollusk Fossils,1.0
3218,Insect & Hexapod Fossils,False,165705,Arthropod Fossils,165705,Arthropod Fossils,1.0
3219,Petrified Wood Fossils,False,165719,Vegetation Fossils,165719,Vegetation Fossils,1.0
3223,Fluorescent Minerals,False,3221,Crystals & Mineral Specimens,3221,Crystals & Mineral Specimens,1.0
3224,Rare Crystal & Mineral Specimens,True,3221,Crystals & Mineral Specimens,3213,"Rocks, Fossils & Minerals",0.8
3225,Crystal & Mineral Display Specimens,False,3221,Crystals & Mineral Specimens,3221,Crystals & Mineral Specimens,1.0
3226,Collectible Crystals,False,3221,Crystals & Mineral Specimens,3221,Crystals & Mineral Specimens,1.0
3227,Crystal & Mineral Decorator Pieces,False,3221,Crystals & Mineral Specimens,3221,Crystals & Mineral Specimens,1.0
3229,Precious Metals,True,3221,Crystals & Mineral Specimens,3213,"Rocks, Fossils & Minerals",0.8
3230,Prehistoric & Dinosaur Collectibles,False,1335,Animal Collectibles,1335,Animal Collectibles,1.0
3239,Meteorites & Tektites,False,3213,"Rocks, Fossils & Minerals",3213,"Rocks, Fossils & Minerals",1.0
3242,Trade Show Pop-Up & Booth Displays,False,3241,Trade Show Displays,3241,Trade Show Displays,1.0
3253,Airline Travel,False,3252,Travel,3252,Travel,1.0
3256,Travel Vacation Packages (With Air),False,29578,Travel Vacation Packages,29578,Travel Vacation Packages,1.0
3263,Girls' Formal Wear,False,3259,Wedding & Formal Wear,3259,Wedding & Formal Wear,1.0
3271,Home Audio Equalizers,True,184974,Home Audio Receivers & Amplifiers,184973,Home Audio Equipment,0.8571428571428571
3273,Collectible Shot Glasses,True,3265,Collectible Barware,261681,Collectible Glassware & Drinkware,0.6666666666666666
3295,Office Planners & Organizers,False,61774,Office Calendars & Planners,61774,Office Calendars & Planners,1.0
3298,Fax Machines,False,25307,"Office Fax Machines, Parts & Accsessories",25307,"Office Fax Machines, Parts & Accsessories",1.0
3299,Office Filing Cabinets,True,11828,Office Furniture,25298,Office Equipment & Supplies,0.8
3314,Pagers,False,3286,Home Telephones & Accessories,3286,Home Telephones & Accessories,1.0
3317,Laserdisc Players,True,175740,Vintage Audio & Video Electronics,71582,"TV, Video & Audio Parts",0.3333333333333333
3323,Camera Lenses,False,78997,Camera Lenses & Filters,78997,Camera Lenses & Filters,1.0
3356,US Three Cents Mixed Lots,False,149925,US Three Cents,149925,US Three Cents,1.0
3358,US Coin Rolls,False,253,US Coins,253,US Coins,1.0
3364,Byzantine Coins (300-1400 AD),False,4733,Ancient Coins,4733,Ancient Coins,1.0
3365,Roman Republic Coins (300 BC-27 BC),False,4733,Ancient Coins,4733,Ancient Coins,1.0
3369,Australian Gold Coins,False,45142,Australian Coins,45142,Australian Coins,1.0
3372,Australian Decimal Coins,False,45142,Australian Coins,45142,Australian Coins,1.0
3374,Australian Proof Coin Sets,False,45142,Australian Coins,45142,Australian Coins,1.0
3375,Australian Commemorative Coins,False,45142,Australian Coins,45142,Australian Coins,1.0
3376,Australian Coin Collections & Lots,False,45142,Australian Coins,45142,Australian Coins,1.0
3378,Canadian Coin Collections & Lots,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3379,Canadian Commemorative Coins,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3380,Canadian Proof/Prooflike Coin Sets,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3382,Canadian Two Dollar Coins (Toonies),False,3377,Canadian Coins,3377,Canadian Coins,1.0
3383,Canadian Dollar Coins,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3384,Canadian Fifty Cents,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3385,Canadian Twenty-Five Cents,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3386,Canadian Ten Cents,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3387,Canadian Five Cents (1922-Now),False,3377,Canadian Coins,3377,Canadian Coins,1.0
3388,Canadian Large Cents,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3389,Canadian Small Cents,False,3377,Canadian Coins,3377,Canadian Coins,1.0
3390,Ireland Coins,False,45148,European Coins,45148,European Coins,1.0
3391,Japanese Coins,False,40711,Asian Coins,40711,Asian Coins,1.0
3392,South Pacific Coins,False,45991,Australian & Oceanian Coins,45991,Australian & Oceanian Coins,1.0
3396,UK Half Pennies,False,3394,UK Coins,3394,UK Coins,1.0
3397,UK Pennies,False,3394,UK Coins,3394,UK Coins,1.0
3398,UK Threepences,False,3394,UK Coins,3394,UK Coins,1.0
3399,UK Sixpences,False,3394,UK Coins,3394,UK Coins,1.0
